org_base,org_derived,POS,derivation_process_prefix,derivation_process_suffix,base,derived,btd,dtb
Перово,Перовский,N.ADJ,,.ск,Перов,Перовск,,ск
Перов,Перовскый,N.ADJ,nan.nan,.ск,Перов,Перовск,,ск
Пестово,Пестовский,N.ADJ,,.ск,Пестов,Пестовск,,ск
Пестовы,Пестовский,N.ADJ,nan.nan,.ск,Пестов,Пестовск,,ск
Петроград,Петроградский,N.ADJ,,.ск,Петроград,Петроградск,,ск
Петроград,Петроградскый,N.ADJ,nan.nan,.ск,Петроград,Петроградск,,ск
Петухов,Петуховский,N.ADJ,,.ск,Петухов,Петуховск,,ск
Петуховы,Петуховский,N.ADJ,nan.nan,.ск,Петухов,Петуховск,,ск
Пешков,Пешковский,N.ADJ,,.ск,Пешков,Пешковск,,ск
Пешкова,Пешковскый,N.ADJ,nan.nan,.ск,Пешков,Пешковск,,ск
Плеханов,Плехановской,N.ADJ,,.ск,Плеханов,Плехановск,,ск
Плехановы,Плехановской,N.ADJ,nan.nan,.ск,Плеханов,Плехановск,,ск
Плимуте,Плимутской,N.ADJ,,.ск,Плимут,Плимутск,,ск
Плимут,Плимутской,N.ADJ,nan.nan,.ск,Плимут,Плимутск,,ск
Погодина,Погодинской,N.ADJ,,.ск,Погодин,Погодинск,,ск
Погодин,Погодинской,N.ADJ,nan.nan,.ск,Погодин,Погодинск,,ск
Подосинов,Подосиновский,N.ADJ,,.ск,Подосинов,Подосиновск,,ск
Подосинов,Подосиновскый,N.ADJ,nan.nan,.ск,Подосинов,Подосиновск,,ск
Подпорожья,Подпорожский,N.ADJ,,.ск,Подпорож,Подпорожск,,ск
Подпорожье,Подпорожскый,N.ADJ,nan.nan,.ск,Подпорож,Подпорожск,,ск
Подушкино,Подушкинский,N.ADJ,,.ск,Подушкин,Подушкинск,,ск
Подушкин,Подушкинскый,N.ADJ,nan.nan,.ск,Подушкин,Подушкинск,,ск
Понтий,Понтийский,N.ADJ,,.ск,Понтий,Понтийск,,ск
Понтий,Понтийскый,N.ADJ,nan.nan,.ск,Понтий,Понтийск,,ск
Порхове,Порховский,N.ADJ,,.ск,Порхов,Порховск,,ск
Порхова,Порховский,N.ADJ,nan.nan,.ск,Порхов,Порховск,,ск
Посьете,Посьетской,N.ADJ,,.ск,Посьет,Посьетск,,ск
Посьета,Посьетской,N.ADJ,nan.nan,.ск,Посьет,Посьетск,,ск
Потомаке,Потомакской,N.ADJ,,.ск,Потомак,Потомакск,,ск
Потомак,Потомакской,N.ADJ,nan.nan,.ск,Потомак,Потомакск,,ск
Почаеве,Почаевской,N.ADJ,,.ск,Почаев,Почаевск,,ск
Почаев,Почаевской,N.ADJ,nan.nan,.ск,Почаев,Почаевск,,ск
Преображенья,Преображенской,N.ADJ,,.ск,Преображен,Преображенск,,ск
Преображенье,Преображенский,N.ADJ,nan.nan,.ск,Преображен,Преображенск,,ск
Пресбурге,Пресбургский,N.ADJ,,.ск,Пресбург,Пресбургск,,ск
Пресбург,Пресбургский,N.ADJ,nan.nan,.ск,Пресбург,Пресбургск,,ск
Приазовья,Приазовской,N.ADJ,,.ск,Приазов,Приазовск,,ск
Приазовье,Приазовской,N.ADJ,nan.nan,.ск,Приазов,Приазовск,,ск
Прикамье,Прикамский,N.ADJ,,.ск,Прикам,Прикамск,,ск
Прикамье,Прикамскый,N.ADJ,nan.nan,.ск,Прикам,Прикамск,,ск
Прикубанье,Прикубанский,N.ADJ,,.ск,Прикубан,Прикубанск,,ск
Прикубанье,Прикубанскый,N.ADJ,nan.nan,.ск,Прикубан,Прикубанск,,ск
Прилепа,Прилепский,N.ADJ,,.ск,Прилеп,Прилепск,,ск
Прилепа,Прилепскый,N.ADJ,nan.nan,.ск,Прилеп,Прилепск,,ск
Прилузье,Прилузский,N.ADJ,,.ск,Прилуз,Прилузск,,ск
Прилузье,Прилузскый,N.ADJ,nan.nan,.ск,Прилуз,Прилузск,,ск
Принстон,Принстонской,N.ADJ,,.ск,Принстон,Принстонск,,ск
Принстон,Принстонский,N.ADJ,nan.nan,.ск,Принстон,Принстонск,,ск
Прионежья,Прионежский,N.ADJ,,.ск,Прионеж,Прионежск,,ск
Прионежье,Прионежский,N.ADJ,nan.nan,.ск,Прионеж,Прионежск,,ск
Протопопове,Протопоповский,N.ADJ,,.ск,Протопопов,Протопоповск,,ск
Протопопов,Протопоповский,N.ADJ,nan.nan,.ск,Протопопов,Протопоповск,,ск
Прохорово,Прохоровской,N.ADJ,,.ск,Прохоров,Прохоровск,,ск
Прохоров,Прохоровской,N.ADJ,nan.nan,.ск,Прохоров,Прохоровск,,ск
Пружаны,Пружанский,N.ADJ,,.ск,Пружан,Пружанск,,ск
Пружаны,Пружанскый,N.ADJ,nan.nan,.ск,Пружан,Пружанск,,ск
Пулкове,Пулковский,N.ADJ,,.ск,Пулков,Пулковск,,ск
Пулкова,Пулковский,N.ADJ,nan.nan,.ск,Пулков,Пулковск,,ск
Пустошкин,Пустошкинский,N.ADJ,,.ск,Пустошкин,Пустошкинск,,ск
Пустошкин,Пустошкинскый,N.ADJ,nan.nan,.ск,Пустошкин,Пустошкинск,,ск
Пушкара,Пушкарский,N.ADJ,,.ск,Пушкар,Пушкарск,,ск
Пушкар,Пушкарской,N.ADJ,nan.nan,.ск,Пушкар,Пушкарск,,ск
Раифе,Раифской,N.ADJ,,.ск,Раиф,Раифск,,ск
Раиф,Раифский,N.ADJ,nan.nan,.ск,Раиф,Раифск,,ск
Риде,Ридский,N.ADJ,,.ск,Рид,Ридск,,ск
Риды,Ридский,N.ADJ,nan.nan,.ск,Рид,Ридск,,ск
Рогун,Рогунской,N.ADJ,,.ск,Рогун,Рогунск,,ск
Рогуна,Рогунской,N.ADJ,nan.nan,.ск,Рогун,Рогунск,,ск
Родосе,Родосский,N.ADJ,,.ск,Родос,Родосск,,ск
Родоса,Родосский,N.ADJ,nan.nan,.ск,Родос,Родосск,,ск
Рожнов,Рожновский,N.ADJ,,.ск,Рожнов,Рожновск,,ск
Рожнова,Рожновскый,N.ADJ,nan.nan,.ск,Рожнов,Рожновск,,ск
Розетта,Розеттский,N.ADJ,,.ск,Розетт,Розеттск,,ск
Розетты,Розеттскый,N.ADJ,nan.nan,.ск,Розетт,Розеттск,,ск
Рощино,Рощинской,N.ADJ,,.ск,Рощин,Рощинск,,ск
Рощин,Рощинской,N.ADJ,nan.nan,.ск,Рощин,Рощинск,,ск
Ростов,Ростовский,N.ADJ,,.ск,Ростов,Ростовск,,ск
Ростов,Ростовскый,N.ADJ,nan.nan,.ск,Ростов,Ростовск,,ск
Роттердам,Роттердамский,N.ADJ,,.ск,Роттердам,Роттердамск,,ск
Роттердам,Роттердамскый,N.ADJ,nan.nan,.ск,Роттердам,Роттердамск,,ск
Руза,Рузской,N.ADJ,,.ск,Руз,Рузск,,ск
Руза,Рузский,N.ADJ,nan.nan,.ск,Руз,Рузск,,ск
Румянцеве,Румянцевский,N.ADJ,,.ск,Румянцев,Румянцевск,,ск
Румянцева,Румянцевскый,N.ADJ,nan.nan,.ск,Румянцев,Румянцевск,,ск
Саара,Саарский,N.ADJ,,.ск,Саар,Саарск,,ск
Саар,Саарский,N.ADJ,nan.nan,.ск,Саар,Саарск,,ск
Савин,Савинской,N.ADJ,,.ск,Савин,Савинск,,ск
Савина,Савинский,N.ADJ,nan.nan,.ск,Савин,Савинск,,ск
Савёлово,Савёловский,N.ADJ,,.ск,Савёлов,Савёловск,,ск
Савёлова,Савёловской,N.ADJ,nan.nan,.ск,Савёлов,Савёловск,,ск
Сайгон,Сайгонский,N.ADJ,,.ск,Сайгон,Сайгонск,,ск
Сайгон,Сайгонской,N.ADJ,nan.nan,.ск,Сайгон,Сайгонск,,ск
Сакмаре,Сакмарский,N.ADJ,,.ск,Сакмар,Сакмарск,,ск
Сакмара,Сакмарскый,N.ADJ,nan.nan,.ск,Сакмар,Сакмарск,,ск
Салем,Салемский,N.ADJ,,.ск,Салем,Салемск,,ск
Салем,Салемскый,N.ADJ,nan.nan,.ск,Салем,Салемск,,ск
Салима,Салимский,N.ADJ,,.ск,Салим,Салимск,,ск
Салим,Салимскый,N.ADJ,nan.nan,.ск,Салим,Салимск,,ск
Салоник,Салоникский,N.ADJ,,.ск,Салоник,Салоникск,,ск
Салоник,Салоникскый,N.ADJ,nan.nan,.ск,Салоник,Салоникск,,ск
Салтыково,Салтыковской,N.ADJ,,.ск,Салтыков,Салтыковск,,ск
Салтыковы,Салтыковской,N.ADJ,nan.nan,.ск,Салтыков,Салтыковск,,ск
Санктпетербурге,Санктпетербургский,N.ADJ,,.ск,Санктпетербург,Санктпетербургск,,ск
Санктпетербург,Санктпетербургской,N.ADJ,nan.nan,.ск,Санктпетербург,Санктпетербургск,,ск
Санталово,Санталовский,N.ADJ,,.ск,Санталов,Санталовск,,ск
Санталова,Санталовский,N.ADJ,nan.nan,.ск,Санталов,Санталовск,,ск
Сарово,Саровский,N.ADJ,,.ск,Саров,Саровск,,ск
Сарова,Саровской,N.ADJ,nan.nan,.ск,Саров,Саровск,,ск
Сарыкамыш,Сарыкамышской,N.ADJ,,.ск,Сарыкамыш,Сарыкамышск,,ск
Сарыкамыша,Сарыкамышской,N.ADJ,nan.nan,.ск,Сарыкамыш,Сарыкамышск,,ск
Сафонове,Сафоновский,N.ADJ,,.ск,Сафонов,Сафоновск,,ск
Сафонова,Сафоновский,N.ADJ,nan.nan,.ск,Сафонов,Сафоновск,,ск
Сахаров,Сахаровский,N.ADJ,,.ск,Сахаров,Сахаровск,,ск
Сахаровы,Сахаровский,N.ADJ,nan.nan,.ск,Сахаров,Сахаровск,,ск
Саян,Саянский,N.ADJ,,.ск,Саян,Саянск,,ск
Саяна,Саянский,N.ADJ,nan.nan,.ск,Саян,Саянск,,ск
Сватово,Сватовской,N.ADJ,,.ск,Сватов,Сватовск,,ск
Сватова,Сватовский,N.ADJ,nan.nan,.ск,Сватов,Сватовск,,ск
Светлояра,Светлоярский,N.ADJ,,.ск,Светлояр,Светлоярск,,ск
Светлояра,Светлоярской,N.ADJ,nan.nan,.ск,Светлояр,Светлоярск,,ск
Светозар,Светозарский,N.ADJ,,.ск,Светозар,Светозарск,,ск
Светозара,Светозарский,N.ADJ,nan.nan,.ск,Светозар,Светозарск,,ск
Святогорье,Святогорский,N.ADJ,,.ск,Святогор,Святогорск,,ск
Святогор,Святогорской,N.ADJ,nan.nan,.ск,Святогор,Святогорск,,ск
Себеж,Себежской,N.ADJ,,.ск,Себеж,Себежск,,ск
Себежа,Себежской,N.ADJ,nan.nan,.ск,Себеж,Себежск,,ск
Сева,Севской,N.ADJ,,.ск,Сев,Севск,,ск
Сева,Севский,N.ADJ,nan.nan,.ск,Сев,Севск,,ск
Сегеде,Сегедской,N.ADJ,,.ск,Сегед,Сегедск,,ск
Сегеда,Сегедской,N.ADJ,nan.nan,.ск,Сегед,Сегедск,,ск
Селевкиды,Селевкидской,N.ADJ,,.ск,Селевкид,Селевкидск,,ск
Селевкида,Селевкидской,N.ADJ,nan.nan,.ск,Селевкид,Селевкидск,,ск
Сефевид,Сефевидской,N.ADJ,,.ск,Сефевид,Сефевидск,,ск
Сефевид,Сефевидский,N.ADJ,nan.nan,.ск,Сефевид,Сефевидск,,ск
Сидней,Сиднейский,N.ADJ,,.ск,Сидней,Сиднейск,,ск
Сидней,Сиднейскый,N.ADJ,nan.nan,.ск,Сидней,Сиднейск,,ск
Сикоры,Сикорский,N.ADJ,,.ск,Сикор,Сикорск,,ск
Сикоры,Сикорскый,N.ADJ,nan.nan,.ск,Сикор,Сикорск,,ск
Силоаме,Силоамский,N.ADJ,,.ск,Силоам,Силоамск,,ск
Силоам,Силоамской,N.ADJ,nan.nan,.ск,Силоам,Силоамск,,ск
Симанов,Симановский,N.ADJ,,.ск,Симанов,Симановск,,ск
Симанов,Симановскый,N.ADJ,nan.nan,.ск,Симанов,Симановск,,ск
Симоновы,Симоновский,N.ADJ,,.ск,Симонов,Симоновск,,ск
Симонов,Симоновской,N.ADJ,nan.nan,.ск,Симонов,Симоновск,,ск
Синара,Синарский,N.ADJ,,.ск,Синар,Синарск,,ск
Синара,Синарскый,N.ADJ,nan.nan,.ск,Синар,Синарск,,ск
Синевир,Синевирской,N.ADJ,,.ск,Синевир,Синевирск,,ск
Синевира,Синевирской,N.ADJ,nan.nan,.ск,Синевир,Синевирск,,ск
Сиона,Сионской,N.ADJ,,.ск,Сион,Сионск,,ск
Сиона,Сионский,N.ADJ,nan.nan,.ск,Сион,Сионск,,ск
Сиротина,Сиротинский,N.ADJ,,.ск,Сиротин,Сиротинск,,ск
Сиротин,Сиротинской,N.ADJ,nan.nan,.ск,Сиротин,Сиротинск,,ск
Ситуационисты,Ситуационистский,N.ADJ,,.ск,Ситуационист,Ситуационистск,,ск
Ситуационисты,Ситуационистскый,N.ADJ,nan.nan,.ск,Ситуационист,Ситуационистск,,ск
Сихеме,Сихемский,N.ADJ,,.ск,Сихем,Сихемск,,ск
Сихема,Сихемский,N.ADJ,nan.nan,.ск,Сихем,Сихемск,,ск
Сквира,Сквирский,N.ADJ,,.ск,Сквир,Сквирск,,ск
Сквира,Сквирскый,N.ADJ,nan.nan,.ск,Сквир,Сквирск,,ск
Скопин,Скопинский,N.ADJ,,.ск,Скопин,Скопинск,,ск
Скопин,Скопинскый,N.ADJ,nan.nan,.ск,Скопин,Скопинск,,ск
Славина,Славинский,N.ADJ,,.ск,Славин,Славинск,,ск
