org_base	org_derived	POS	derivation_prefix,deravation_suffix
Гизатуллин	Гизатуллиной	N.ADJ	
Гизборн	Гизборный	N.ADJ	
Гийый	Гийо	ADJ.N	
Гиллиам	Гиллиамый	N.ADJ	
Гильемый	Гильем	ADJ.N	
Гиле	Гилинский	N.ADJ	,.инск
Гиляне	Гилянской	N.ADJ	,.ск
Гилянской	Гиляна	ADJ.N	,ск.
Гилянской	Гилян	ADJ.N	,ск.
Гильо	Гильый	N.ADJ	
Гильотен	Гильотен	ADJ.N	
Гилярова	Гиляровский	N.ADJ	,.ск
Гиляровский	Гиляровский	ADJ.N	
Гиляровскый	Гиляров	ADJ.N	,ск.
Гинзбурговской	Гинзбургов	ADJ.N	,ск.
Гиперионе	Гиперионый	N.ADJ	
Гиперионый	Гипериона	ADJ.N	
Гипподамый	Гипподам	ADJ.N	
Гипподам	Гипподамовой	N.ADJ	,.в
Гирин	Гиринской	N.ADJ	,.ск
Гиро	Гирский	N.ADJ	,.ск
Гирный	Гирца	ADJ.N	,н.ц
Гиссарскый	Гиссар	ADJ.N	,ск.
Гиссарскый	Гиссара	ADJ.N	,ск.
Главный	Главина	ADJ.N	,н.ин
Глаголевскый	Глаголева	ADJ.N	,ск.
Гладышевскый	Гладышева	ADJ.N	,ск.
Гладышева	Гладышевский	N.ADJ	,.ск
Гладышевский	Гладышевка	ADJ.N	,ск.к
Глазковский	Глазкова	ADJ.N	,ск.
Глазовский	Глазов	ADJ.N	,ск.
Глазов	Глазовской	N.ADJ	,.ск
Глазовской	Глазовка	ADJ.N	,ск.к
Глазунова	Глазуновский	N.ADJ	,.ск
Глазуновский	Глазунов	ADJ.N	,ск.
Глазунов	Глазуновской	N.ADJ	,.ск
Глазуновской	Глазуновка	ADJ.N	,ск.к
Глазырин	Глазыриной	N.ADJ	
Глазыриной	Глазырина	ADJ.N	
Глебовскый	Глебовка	ADJ.N	,ск.к
Глебовскый	Глебовы	ADJ.N	,ск.
Гленмуллен	Гленмуллен	ADJ.N	
Глинка	Глинкин	N.ADJ	,.ин
Глин	Глинский	N.ADJ	,.ск
Глинн	Глинный	N.ADJ	
Глинскый	Глинин	ADJ.N	,ск.ин
Глока	Глокый	N.ADJ	
Глостере	Глостерский	N.ADJ	,.ск
Глотова	Глотовый	N.ADJ	
Глотовый	Глот	ADJ.N	,в.
Глубоковский	Глубоковский	ADJ.N	
Глухаре	Глухарской	N.ADJ	,.ск
Глухово	Глуховской	N.ADJ	,.ск
Глуховской	Глуховской	ADJ.N	
Глуховы	Глуховский	N.ADJ	,.ск
Глуховский	Глуховский	ADJ.N	
Глуховский	Глухова	ADJ.N	,ск.
Глухова	Глуховый	N.ADJ	
Глуховский	Глуховка	ADJ.N	,ск.к
Глушанина	Глушаниный	N.ADJ	
Глушановский	Глушановский	ADJ.N	
Глушковскый	Глушков	ADJ.N	,ск.
Глушковскый	Глушковы	ADJ.N	,ск.
Гмунден	Гмунден	ADJ.N	
Гневашевой	Гневашева	ADJ.N	
Гнедовскый	Гнедов	ADJ.N	,ск.
Гнездово	Гнездовский	N.ADJ	,.ск
Гнесинскый	Гнесин	ADJ.N	,ск.
Гниловской	Гниловской	ADJ.N	
Гоца	Гоцинский	N.ADJ	,.инск
Гобустане	Гобустанский	N.ADJ	,.ск
Гобустанский	Гобустан	ADJ.N	,ск.
Говард	Говард	ADJ.N	
Говоруха	Говорухиный	N.ADJ	,.ин
Говорухиный	Говорухина	ADJ.N	
Годзинскый	Годзина	ADJ.N	,ск.
Годли	Годлевский	N.ADJ	,.вск
Годлевский	Годлевский	ADJ.N	
Годрик	Годриковой	N.ADJ	,.в
Годуновский	Годунов	ADJ.N	,ск.
Годунов	Годуновый	N.ADJ	
Годуновый	Годуновы	ADJ.N	
Гит	Гитовский	N.ADJ	,.вск
Гокарне	Гокарный	N.ADJ	
Голандия	Голандский	N.ADJ	,и.ск
Голан	Голанский	N.ADJ	,.ск
Голанский	Голаны	ADJ.N	,ск.
Голанский	Голанский	ADJ.N	
Голанский	Голана	ADJ.N	,ск.
Голгофы	Голгофский	N.ADJ	,.ск
Голдвин	Голдовский	N.ADJ	,ин.ск
Големе	Големый	N.ADJ	
Голеневскый	Голенева	ADJ.N	,ск.
Голик	Голиковой	N.ADJ	,.в
Голиковой	Голиковы	ADJ.N	
Голицино	Голициной	N.ADJ	
Голицина	Голицинской	N.ADJ	,.ск
Голицына	Голицынский	N.ADJ	,.ск
Голицыны	Голицынской	N.ADJ	,.ск
Голицына	Голицыный	N.ADJ	
Голов	Головатый	N.ADJ	,.ат
Голов	Головин	N.ADJ	,.ин
Головин	Головиной	N.ADJ	
Головиной	Головины	ADJ.N	
Головина	Головинской	N.ADJ	,.ск
Голованевск	Голованевскый	N.ADJ	
Головановый	Голованова	ADJ.N	
Головкиной	Головкина	ADJ.N	
Головкина	Головкинский	N.ADJ	,.ск
Головковой	Головкова	ADJ.N	
Головлева	Головлевый	N.ADJ	
Голосеева	Голосеевский	N.ADJ	,.ск
Голосеевский	Голосеевский	ADJ.N	
Голубинскый	Голубин	ADJ.N	,ск.
Голубин	Голубинский	N.ADJ	,.ск
Голубинский	Голубинка	ADJ.N	,ск.к
Голубинский	Голубинский	ADJ.N	
Голубицкий	Голубицкий	ADJ.N	
Голубовский	Голубова	ADJ.N	,ск.
Голубовский	Голубовка	ADJ.N	,ск.к
Голубовский	Голубовский	ADJ.N	
Голутвинской	Голутвин	ADJ.N	,ск.
Гольм	Гольмый	N.ADJ	
Гольц	Гольцовый	N.ADJ	,.в
Гольцовый	Гольцова	ADJ.N	
Гольша	Гольшанский	N.ADJ	,.анск
Гольянова	Гольяновый	N.ADJ	
Гольяновый	Гольяново	ADJ.N	
Гольяново	Гольяновский	N.ADJ	,.ск
Гольяново	Гольяновской	N.ADJ	,.ск
Голядкин-старший	Голядкин-старший	ADJ.N	
Голядкина	Голядкиный	N.ADJ	
Гомель	Гомельский	N.ADJ	,.ьск
Гомельский	Гомельский	ADJ.N	
Гомель	Гомельской	N.ADJ	,.ьск
Гомельской	Гомельщина	ADJ.N	,ск.щин
Гомерь	Гомеровый	N.ADJ	,.в
Гомеровый	Гомерова	ADJ.N	
Гоморрский	Гоморра	ADJ.N	,ск.
Гонту	Гонтовый	N.ADJ	,у.в
Гонци	Гонецкий	N.ADJ	,.к
Гончара	Гончаровый	N.ADJ	,.в
Гончаровый	Гончарка	ADJ.N	,в.к
Гончаровый	Гончарова	ADJ.N	
Горбанева	Горбаневский	N.ADJ	,.ск
Горбаневский	Горбаневский	ADJ.N	
Горбаневский	Горбанев	ADJ.N	,ск.
Горбанева	Горбаневской	N.ADJ	,.ск
Горбатове	Горбатовский	N.ADJ	,.ск
Горбатовский	Горбатовский	ADJ.N	
Горбатовский	Горбатова	ADJ.N	,ск.
Горбач	Горбачевый	N.ADJ	,.в
Горбачевый	Горбачева	ADJ.N	
Горбачевый	Горбачевы	ADJ.N	
Горби	Горбовский	N.ADJ	,.вск
Горбовскый	Горбова	ADJ.N	,ск.
Горбова	Горбовый	N.ADJ	
Горбуля	Горбулиный	N.ADJ	,.ин
Горбулиный	Горбулина	ADJ.N	
Горбуновой	Горбуновой	ADJ.N	
Горга	Горгий	N.ADJ	
Горгий	Горгий	ADJ.N	
Горгоной	Горгона	ADJ.N	
Гордея	Гордеевой	N.ADJ	,.в
Гордеевой	Гордеевой	ADJ.N	
Гордия	Гординый	N.ADJ	,.н
Гординый	Горди	ADJ.N	,ин.
Горелово	Гореловский	N.ADJ	,.ск
Горен	Горненский	N.ADJ	,.енск
Горицы	Горицкий	N.ADJ	,.к
Гориция	Горицкой	N.ADJ	,и.к
Горкина	Горкинский	N.ADJ	,.ск
Горкина	Горкинской	N.ADJ	,.ск
Горкиный	Горки	ADJ.N	,ин.
Горлебен	Горлебен	ADJ.N	
Горлинский	Горлинский	ADJ.N	
Горлинскый	Горлин	ADJ.N	,ск.
Горлицкий	Горлицкий	ADJ.N	
Горлов	Горловский	N.ADJ	,.ск
Горловский	Горловский	ADJ.N	
Горлов	Горловской	N.ADJ	,.ск
Горнозаводск	Горнозаводский	N.ADJ	
Горнозаводске	Горнозаводскый	N.ADJ	
Городний	Городец	ADJ.N	,н.ц
Городний	Городница	ADJ.N	,.иц
Городницкий	Городницкий	ADJ.N	
Городничий	Городничанка	ADJ.N	,.анк
Городничий	Городничий	ADJ.N	
Городня	Городенской	N.ADJ	,.ск
Городенской	Городенск	ADJ.N	
Городовый	Городова	ADJ.N	
Горохово	Гороховый	N.ADJ	
Гороховый	Гороховца	ADJ.N	,.ц
Гороховы	Гороховской	N.ADJ	,.ск
Гороховской	Гороховской	ADJ.N	
Гороховы	Гороховский	N.ADJ	,.ск
Гороховский	Гороховец	ADJ.N	,ск.ц
Гороховец	Гороховецкий	N.ADJ	,.к
Горскый	Горскин	ADJ.N	,.ин
Горц	Горецкий	N.ADJ	,.к
Горчаков	Горчаковый	N.ADJ	
Горчаковскый	Горчаковы	ADJ.N	,ск.
Горшков	Горшковый	N.ADJ	
Горшковый	Горшкова	ADJ.N	
Горюхина	Горюхиный	N.ADJ	
Горячеводской	Горячеводск	ADJ.N	
Горячинскый	Горячинск	ADJ.N	
Горячинске	Горячинский	N.ADJ	
Госевский	Госевский	ADJ.N	
Госкомземе	Госкомземый	N.ADJ	
Госкомземый	Госкомзема	ADJ.N	
Госплан	Госпланый	N.ADJ	
Господний	Господа	ADJ.N	,н.
Господний	Господний	ADJ.N	
Госстрой	Госстрой	ADJ.N	
Гостиный	Гостина	ADJ.N	
Гостунскый	Гостун	ADJ.N	,ск.
Госфильмофондый	Госфильмофонд	ADJ.N	
Готама	Готамый	N.ADJ	
Готамый	Готамы	ADJ.N	
Готэмый	Готэма	ADJ.N	
Грабе	Грабовой	N.ADJ	,.в
Грабовой	Грабова	ADJ.N	
Грабен	Грабен	ADJ.N	
Грабово	Грабовский	N.ADJ	,.ск
Грабовскый	Грабовец	ADJ.N	,ск.ц
Грабр	Грабр	ADJ.N	
Грабский	Грабин	ADJ.N	,ск.ин
Грабин	Грабиный	N.ADJ	
Грабиный	Грабина	ADJ.N	
Гравиц	Гравицкий	N.ADJ	,.к
Градо	Градовский	N.ADJ	,.вск
Гражина	Гражиный	N.ADJ	
Градобанке	Градобанкый	N.ADJ	
Градчанской	Градчаны	ADJ.N	,ск.
Гранатный	Гранатин	ADJ.N	,н.ин
Гранатовый	Гранатова	ADJ.N	
Грановский	Грановский	ADJ.N	
Гранма	Гранмый	N.ADJ	
Граце	Грацианский	N.ADJ	,.ианск
Грача	Грачевой	N.ADJ	,.в
Грачевой	Грачевой	ADJ.N	
Грачевский	Грачевский	ADJ.N	
Грачья	Грачья	ADJ.N	,ья.
Гребнево	Гребневской	N.ADJ	,.ск
Гребневской	Гребневской	ADJ.N	
Гребневый	Гребнев	ADJ.N	
Грегорианскый	Грегориан	ADJ.N	,ск.
Грее	Греный	N.ADJ	,.н
Греный	Гренье	ADJ.N	
Грекы	Грековой	N.ADJ	,.в
Грековой	Грекова	ADJ.N	
Грекы	Гречаный	N.ADJ	,.ан
Грем	Гремячий	N.ADJ	,.яч
Гремячий	Гремяч	ADJ.N	
Гремяч	Гремячый	N.ADJ	
Гремячый	Гремячка	ADJ.N	,.к
Гремио	Греминой	N.ADJ	,.н
Гремый	Гремин	ADJ.N	,.ин
Греци	Гречаной	N.ADJ	,ц.чан
Гречаной	Гречаник	ADJ.N	,.ик
Грехем	Грехемый	N.ADJ	
Грехэм	Грехэмый	N.ADJ	
Грибанов	Грибановский	N.ADJ	,.ск
Грибановский	Грибанова	ADJ.N	,ск.
Грибановский	Грибановка	ADJ.N	,ск.к
Грибаново	Грибановской	N.ADJ	,.ск
Грибово	Грибовской	N.ADJ	,.ск
Грибовской	Грибовка	ADJ.N	,ск.к
Грибоед	Грибоедовой	N.ADJ	,.в
Гривина	Гривистый	N.ADJ	,н.ст
Григориополе	Григориопольский	N.ADJ	,.ьск
Григоришин	Григоришиный	N.ADJ	
Григорьевы	Григорьевый	N.ADJ	
Гридиной	Гридина	ADJ.N	
Гримсвотн	Гримсвотный	N.ADJ	
Гринвиче	Гринвичский	N.ADJ	,.ск
Гринвичский	Гринвича	ADJ.N	,ск.
Гринвич	Гринвичской	N.ADJ	,.ск
Гриня	Гриневой	N.ADJ	,.в
Гриневой	Гринева	ADJ.N	
Гриневецкий	Гриневецкий	ADJ.N	
Гриневицкий	Гриневицкий	ADJ.N	
Гринь	Гриневский	N.ADJ	,.вск
Гриневский	Гриневский	ADJ.N	
Грица	Грицый	N.ADJ	
Грицый	Грицак	ADJ.N	,.ак
Гриц	Грицкий	N.ADJ	,.к
Гричиневый	Гричинева	ADJ.N	
Гришемый	Гришем	ADJ.N	
Гришечкин	Гришечкиной	N.ADJ	
Гришэм	Гришэмый	N.ADJ	
Гродеков	Гродековский	N.ADJ	,.ск
Гродековскый	Гродекова	ADJ.N	,ск.
Гродне	Гродный	N.ADJ	
Грозина	Грозинский	N.ADJ	,.ск
Громадский	Громадский	ADJ.N	
Громадський	Громадська	ADJ.N	
Громадянська	Громадянський	N.ADJ	
Громов	Громовской	N.ADJ	,.ск
Громовской	Громова	ADJ.N	,ск.
Громушкин	Громушкиной	N.ADJ	
Гронскый	Грон	ADJ.N	,ск.
Гротен	Гротен	ADJ.N	
Гроховский	Гроховский	ADJ.N	
Грудинина	Грудининой	N.ADJ	
Грушевский	Грушев	ADJ.N	,ск.
Грушевский	Грушевка	ADJ.N	,ск.к
Грушевской	Грушевской	ADJ.N	
Грушелевский	Грушелевский	ADJ.N	
Грушинский	Грушин	ADJ.N	,ск.
Грушин	Грушиный	N.ADJ	
Грэдмен	Грэдмен	ADJ.N	
Грэма	Грэмый	N.ADJ	
Грэмый	Грэм	ADJ.N	
Грэнни	Грэнный	N.ADJ	
Грэхэмый	Грэхэм	ADJ.N	
Грюнвальдской	Грюнвальда	ADJ.N	,ск.
Грюнвальдской	Грюнвальдской	ADJ.N	
Грязинскый	Грязин	ADJ.N	,ск.
Грязин	Грязинский	N.ADJ	,.ск
Грязинский	Грязина	ADJ.N	,ск.
Гуамскый	Гуама	ADJ.N	,ск.
Гуама	Гуамый	N.ADJ	
Губайдулина	Губайдулиной	N.ADJ	
Губайдуллин	Губайдуллиной	N.ADJ	
Губао	Губаевой	N.ADJ	,.в
Губаевой	Губаев	ADJ.N	
Губахи	Губахинский	N.ADJ	,.инск
Губиной	Губина	ADJ.N	
Губкинский	Губкин	ADJ.N	,ск.
Губкинский	Губкинский	ADJ.N	
