form,lemma,upos,feats,frequency,Log_Freq_HAL,I_Mean_RT,qLen
impressed,impress,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9881,771.7574923744054,9
rob,rob,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.0752,770.3496787825329,3
drove,drive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.1682,768.8465023870777,5
starting,start,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,3.5513,762.6543854290253,8
devoted,devote,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6128,777.8235364734842,7
stemmed,stem,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,7
recognised,recognise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
baptized,baptize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0043,787.6588357921344,8
gone,go,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,4.18,752.4925897320073,4
learned,learn,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",10,3.472,763.9361261619241,7
claim,claim,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.1126,769.7451755869413,5
acquired,acquire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3598,781.9128227966041,8
indulged,indulge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.415,797.1838019194649,8
appease,appease,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.415,797.1838019194649,7
visit,visit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.4763,763.8666244576182,5
remind,remind,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.2751,767.1186576916566,6
dug,dig,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.659,777.076797231871,3
lined,line,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.5198,779.3267128689394,5
fulfilled,fulfill,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1644,785.0711095457648,9
go,go,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",97,5.2866,734.6064069447956,2
filtering,filter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.415,797.1838019194649,9
relieved,relieve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7202,776.0876101845392,8
breathed,breathe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8573,790.0348242881764,8
converted,convert,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.1239,785.725718621205,9
travelled,travel,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9912,787.870573542462,9
settled,settle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.9965,771.621721603203,7
accompanied,accompany,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0253,787.3194088641284,11
devote,devote,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0043,787.6588357921344,6
abstained,abstain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
plunged,plunge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.7076,792.4544533892479,7
suspected,suspect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6972,776.459363486641,9
seized,seize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1139,785.8873504916841,6
inhabiting,inhabit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.8451,806.395202218066,10
learn,learn,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",16,3.7816,758.9320034518928,5
gospel,gospel,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2068,784.3857904149337,6
subscribed,subscribe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2041,800.5926180678681,10
operated,operate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2227,784.128795740872,8
displayed,display,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.8808,789.6549893925506,9
located,locate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",16,2.6712,776.8796063498866,7
sharing,share,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.7952,774.8753711559464,7
paid,pay,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.6405,761.2126291443521,4
bartending,bartend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
blogging,blog,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
dancing,dance,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.4433,764.4000096301991,7
uploads,upload,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
trick,trick,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.3824,765.3843477214165,5
viewed,view,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,1.7324,792.0536063504599,6
talking,talk,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",16,4.4046,748.8623379210479,7
talk,talk,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",21,4.6395,745.065605283495,4
featured,feature,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,1.8062,790.8607631463244,8
stated,state,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.2672,783.4095339172402,6
want,want,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",104,5.1484,736.840159394816,4
touching,touch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9489,772.3910893066833,8
comes,come,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",26,4.0666,754.3254951432398,5
pulled,pull,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,3.396,765.1645283775649,6
concerned,concern,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.3545,765.835300640053,9
annoying,annoy,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.7543,775.5364455062056,8
unveiled,unveil,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1761,801.0451873052094,8
immortalized,immortalize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2304,800.1675262485081,12
professionalized,professionalize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,16
feature,feature,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4757,780.039509417752,7
hosts,host,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9868,787.9416915654728,5
m.,marry,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,2
div.,divorce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,4
walked,walk,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.4374,764.4953724337817,6
directed,direct,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.49,779.8083758429669,8
d.,die,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,2
spending,spend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.1021,769.9148890509442,8
split,split,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.2911,766.8600466988902,5
attending,attend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5623,778.6397774194033,9
separated,separate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7332,775.8774887529164,9
dazzling,dazzle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8261,790.539115724071,8
centered,center,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.699,792.5934567978599,8
starring,star,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1584,785.1680886680523,8
worked,work,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",10,3.7692,759.1324269712868,6
accept,accept,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,3.4302,764.6117473805266,6
graduating,graduate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1106,785.9406890089422,10
ministered,minister,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.989,755.5797584581572,10
forced,force,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,3.1303,769.4590871761933,6
leave,leave,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",23,4.4563,748.0267011506712,5
founding,found,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9542,788.4686114632344,8
undertook,undertake,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0792,802.6114001301514,9
ordained,ordain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6532,793.3337307646539,8
maintain,maintain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.8209,774.4599772488151,8
translating,translate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,1.8325,790.4356713269646,11
elaborated,elaborate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.7782,807.4765194315709,10
asserting,assert,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1761,801.0451873052094,9
stands,stand,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.039,770.934786153667,6
sets,set,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.882,773.4724065201881,4
account,account,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.3581,765.7771131666806,7
ensuring,ensure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,1.3802,797.746280828732,8
differ,differ,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0969,786.1621246714984,6
typifies,typify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
reproducing,reproduce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1461,801.5300829166465,11
governing,govern,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.4624,796.4176668533942,9
planned,plan,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.2109,768.1563343001321,7
attend,attend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.8549,773.9104288891864,6
move,move,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",18,4.3289,750.0858911805743,4
cast,cast,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.0722,770.3981683436766,4
auditioned,audition,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
film,film,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.5223,763.1231178534146,4
titled,title,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5563,794.8999435895959,6
landed,land,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.8156,774.5456421401691,6
drive,drive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.8927,757.1362733708705,5
hunting,hunt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.0342,771.012369451497,7
fighting,fight,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.5577,762.5509410319187,8
dealing,deal,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.1587,769.0000526640329,7
owns,own,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9899,771.7283986377192,4
running,run,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,3.9061,756.9196866644286,7
discontinued,discontinue,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5441,795.0971344715804,12
heads,head,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.3381,766.1003769076386,5
missing,miss,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.6518,761.0299851307108,7
announced,announce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.4624,780.2544798054892,9
expecting,expect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.2665,767.2576611002686,9
resides,reside,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5911,794.3374646803288,7
launched,launch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.2856,783.1121312755587,8
write,write,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",23,3.8108,758.4600383900939,5
supports,support,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.0253,787.3194088641284,8
struggling,struggle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5011,779.6289644667352,10
partnered,partner,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3802,797.746280828732,9
release,release,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.2676,767.239881594516,7
featuring,feature,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.9243,788.9518907559668,9
formed,form,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,2.3838,781.5249063074544,6
sold,sell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.4242,764.708726502814,4
selling,sell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.2833,766.9861195578638,7
surprised,surprise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.4486,764.3143447388452,9
holding,hold,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,3.5479,762.7093402649882,7
revealed,reveal,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.4757,780.039509417752,8
preventing,prevent,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.7559,791.6737714548341,10
collapsing,collapse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8513,790.1318034104639,10
denied,deny,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.7672,775.3279403932877,6
traveling,travel,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.8603,773.8231476791277,9
preached,preach,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5185,795.5109120600067,8
praying,pray,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7168,776.142565020502,7
weeping,weep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2122,784.298509204875,7
opted,opt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3424,798.3572492991428,5
follow,follow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",12,3.7982,758.6636945468975,6
visiting,visit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.8965,773.2380403079935,8
welcomed,welcome,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0212,787.3856779310248,8
integrated,integrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,1.7482,791.7982279951029,10
asserted,assert,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,7.529,698.3620763085733,8
maintained,maintain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.0607,786.7472320426326,10
preach,preach,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0899,786.2752669808337,6
retiring,retire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0828,786.3900256088739,8
witnessing,witness,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7924,791.0838151275855,10
violating,violate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0607,786.7472320426326,9
grant,grant,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,10.013,658.2127196815771,5
failing,fail,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4409,780.6019883270191,7
assisting,assist,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9138,789.1216042199699,9
pleaded,plead,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8325,790.4356713269646,7
assert,assert,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6435,793.4905136790186,6
consented,consent,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8129,790.7524697931035,9
exiled,exile,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.699,792.5934567978599,6
forgave,forgive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0719,786.566204347696,7
trust,trust,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.9585,756.0727356631184,5
naming,name,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0414,787.0591815526572,6
qualified,qualify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6253,777.6214966353854,9
retreat,retreat,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6857,776.6452401376919,7
practiced,practice,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.233,783.9623149142785,9
arose,arise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.6335,793.6521455494976,5
communicate,communicate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6385,777.408142566353,11
demanding,demand,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3385,782.2570986807245,9
falling,fall,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.2643,767.2932201117741,7
rushed,rush,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4298,780.7813997032508,6
placate,placate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.301,799.0264052429261,7
claimed,claim,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.5717,778.487843461153,7
acting,act,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.4275,764.6553879855559,6
administered,administer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8865,789.5628592263777,12
shuffling,shuffle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4771,796.18006800379,9
ruled,rule,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.4502,780.4516706874736,5
wondering,wonder,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.5095,763.3300066476277,9
like,like,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",45,5.3095,734.2362699613986,4
rising,rise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.6335,777.4889585015926,6
ask,ask,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",22,4.3917,749.0708430339658,3
tell,tell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",34,4.9442,740.1406821899983,4
yell,yell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9731,771.999940180124,4
told,tell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",29,4.5524,746.4734188753675,4
seen,see,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",29,4.293,750.6661495955941,4
boil,boil,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4829,779.9231344710071,4
figure,figure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.8195,758.3194186627771,6
call,call,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",27,4.6428,745.0122667662368,4
g-,g-,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,2
starts,start,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.3685,765.6090160213823,6
_,_,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,1
splish,splish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
splash,splash,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3345,782.3217514289162,6
gon,go,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",47,0.0,820.0547115922506,3
finish,finish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.7029,760.2040462725629,6
change,change,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",11,4.0885,753.9715213468907,6
f-,f-,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,2
fill,fill,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",14,3.3506,765.8983370695398,4
floating,float,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.692,776.5434120592901,8
breathe,breathe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.3936,765.2033200264799,7
fills,fill,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1271,785.6739964226517,5
get,get,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",133,5.3688,733.2777929694578,3
subtract,subtract,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4624,796.4176668533942,8
going,go,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",65,5.0346,738.6795300808677,5
l-,l-,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,2
fit,fit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.4681,763.9991625914109,3
count,count,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.6617,760.8699695789365,5
's,be,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",35,0.0,820.0547115922506,2
think,think,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",110,5.1376,737.0147218149335,5
saw,see,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",20,4.3123,750.3542000855696,3
fitting,fit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4564,780.3514589277765,7
stop,stop,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",19,4.5572,746.3958355775376,4
guessing,guess,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.738,775.7999054550864,8
confused,confuse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.2185,768.0334940785681,8
figured,figure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.5904,762.0224048154522,7
watch,watch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",10,4.2261,751.7474668090989,5
thank,thank,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",21,11.469,634.6791193398274,5
telling,tell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.9882,755.5926890077956,7
bet,bet,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.9427,756.3281140184753,3
happened,happen,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",14,4.3979,748.9706312742688,8
popped,pop,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6075,777.909201364838,6
pull,pull,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.8733,757.4498391995999,4
slowed,slow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0682,786.6260081397733,6
getting,get,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",29,4.393,749.0498308908036,7
borrow,borrow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.1749,768.7382090338567,6
wait,wait,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",24,4.6268,745.2708777590034,4
trim,trim,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.3404,782.2263886253336,4
train,train,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.6857,760.4820530897869,5
watching,watch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",17,3.706,760.1539403927144,8
graduate,graduate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7952,774.8753711559464,8
wan,want,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,0.0,820.0547115922506,3
clean,clean,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.7913,758.7752205375281,5
helps,help,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.0354,770.9929736270395,5
m-,m-,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,2
shoe,shoe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1906,768.4844469972046,4
stick,stick,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.695,760.3317354502414,5
showing,show,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",11,3.2009,768.3179661706113,7
forgot,forget,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.7029,760.2040462725629,6
think-,think,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
lent,loan,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.281,783.1864819359791,4
tells,tell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,3.4259,764.6812490848325,5
guess,guess,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,4.3646,749.5088654029641,5
figuring,figure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5038,779.5853238617059,8
tearing,tear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5159,779.3897492984262,7
transfer,transfer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.0208,771.2289561579389,8
bake,bake,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.5105,779.4770305084849,4
wear,wear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",19,3.7464,759.500947635979,4
saying,say,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",10,4.1725,752.6138136348667,6
hope,hope,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,4.2136,751.9495066471977,4
shrunk,shrink,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,6
bought,buy,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,3.6398,761.2239433752857,6
looks,look,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",17,4.201,752.1531628040013,5
picks,pick,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6712,776.8796063498866,5
fits,fit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8162,774.5359442279403,4
gets,get,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,4.0556,754.5032902007667,4
laid,lay,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.1841,768.589507713016,4
hatched,hatch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8573,790.0348242881764,7
read,read,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",17,4.09,753.9472765663188,4
reading,read,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.4961,763.5465933540696,7
meditate,meditate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7243,792.1845281655478,8
